key,label,description
456,Supremacía constitucional,"Es la manifestación del principio de superlegalidad formal y material de la Constitución. Es formal, porque la Constitución establece los procedimientos y competencias para producir derecho válido y vigente en una sociedad, regulando todas las fuentes del derecho y generando unidad en el sistema jurídico, de tal manera que no hay otras formas o procedimientos que los que la propia Carta Fundamental establece y que las leyes desarrollan. Es material, por otro lado, porque la Constitución condiciona sustancialmente la dirección política de la organización del poder democrático y vincula esta organización al cumplimiento, concretización y desarrollo de la carta de derechos fundamentales que ella contiene."
457,Templo,Inmueble destinado exclusivamente a un culto religioso y que está exento del pago de contribuciones.
458,Territorio,"Extensión geográfica terrestre, marítima y área en la cual se despliega la autoridad del Estado y se ejerce el poder. Es uno de los elementos del Estado, según la teoría clásica del mismo."
459,Territorios especiales,"Zonas del país caracterizadas por la insularidad oceánica extrema, lo que impide su adecuado desarrollo social y económico, requiriendo del Estado un tratamiento especialísimo y preferencial, reconocido constitucionalmente. Son territorios especiales la Isla de Pascua y el Archipiélago de Juan Fernández."
460,Tesorería general de la repûblica,"Organismo público dependiente del Ministerio de Hacienda que se encarga de recaudar, custodiar y distribuir los fondos y valores fiscales, y en general, los de todos los servicios públicos. Asimismo, efectúa el pago de las obligaciones del Fisco, y otros que le encomienden las leyes."
461,Texto refundido sistematizado y coordinado de leyes,"Véase “Decreto con fuerza de ley” [Acto normativo dictado por el Presidente de la República, previa delegación del Congreso Nacional sobre materias expresamente autorizadas en la Constitución, en cuyo texto se contienen normas con fuerza y rango de ley. La autorización debe ser aprobada por la mayoría relativa de ambas Cámaras y su vigencia no puede ser superior a un año.]."
462,Tiempo de guerra,"La ley “entiende que hay estado deguerra, o que es tiempo de guerra, no sólo cuando ha sido declarada oficialmente la guerra o el estado de sitio, en conformidad a la Constitución y a la LOC No 18.415, sino también cuando de hecho existiere la guerra o se hubiere decretado la movilización de tropas para la misma, aunque no se haya hecho su declaración oficial.” (Art. 418 CJM, véase “Guerra”, “Declaración de guerra”)."
463,Titularidad,La titularidad de derechos fundamentales corresponde a la condición jurídica de ser sujeto activo o beneficiario actual de algún derecho o libertad fundamental consagrada en la Constitución y/o en alguno de los tratados internacionales ratificados por Chile y que se encuentren vigentes.
464,Toma de razón,"Control jurídico previo, general y obligatorio de constitucionalidad y legalidad de los decretos, DFL y resoluciones, efectuado por la CGR y que constituye una etapa esencial de elaboración de un acto administrativo."
465,Torcida administración de justicia,"Véase “Responsabilidad personal de los jueces” [La Constitución establece una regla especial en virtud de la cual los jueces son responsables personalmente “por los delitos de cohecho, falta de observancia en materia sustancial de las leyes que reglan el procedimiento, denegación y torcida administración de justicia y, en general, de toda prevaricación en que incurran en el desempeño de sus funciones” (art. 79).]."
466,Tortura,"Todo acto por el cual se inflija intencionadamente a una persona dolores o sufrimientos graves, ya sean físicos o mentales, con el fin de obtener de ella o de un tercero información o una confesión, de castigarla por un acto que haya cometido, o se sospeche que ha cometido, o de intimidar o coaccionar a esa persona o a otras, o por cualquier razón basada en cualquier tipo de discriminación, cuando dichos dolores o sufrimientos sean infligidos por un funcionario público u otra persona en el ejercicio de funciones públicas, a instigación suya, o con su consentimiento o aquiescencia. No se considerarán torturas los dolores o sufrimientos que sean consecuencia únicamente de sanciones legítimas, o que sean inherentes o incidentales a estas (art. 1 de la CCTTPCID)."
467,Totalitarismo,"Ideología que propugna un sistema político en el que el Estado interviene en todas las esferas sociales –políticas, económicas o culturales– con absoluta prescindencia de mecanismos democráticos de gobierno y sin respetar derechos fundamentales, donde el individuo se subyuga completamente a los dictámenes de la colectividad. Ejemplos clásicos de sistemas totalitarios se encuentran en el nacionalsocialismo alemán y el fascismo italiano del siglo XX."
468,Trabajadores,"La ley los define como “toda persona natural que preste servicios personales, intelectuales o materiales, bajo dependencia o subordinación, y en virtud de un contrato de trabajo. Se entienden como trabajadores independientes aquellos que en el ejercicio de la actividad de que se trate no dependen de empleador alguno ni tiene trabajadores bajo su dependencia” (art. 3 CT). Esta definición legal se aplica a los trabajadores dependientes regidos por el CT."
469,Tráfico de estupefacientes,"La conducta ilegal hasido descrita como el inducir, promover o facilitar por cualquier medio el uso o consumo de drogas, estupefacientes y sustancias sicotrópicas, que producen dependencia física o síquica y que pueden causar graves efectos tóxicos o daños considerables a la salud pública [Politoff et al., 2009: 575]."
470,Transferencia de competencias,"Atribución estatal expresa, temporal o definitiva, en materias regionales o locales, de una o más potestades que corresponden al ámbito legal de una entidad pública o administrativa a otro organismo público para que éste la ejerza con la misma independencia y en la forma que prescriba la ley, constituyendo una excepción al principio de radicación de la competencia."
471,Tratados internacionales,"La Convención de Viena sobre Derecho de los Tratados define “tratado” como “un acuerdo internacional celebrado por escrito entre Estados y regido por el derecho internacional, ya conste en un instrumento único o en dos o más instrumentos conexos y cualquiera que sea su denominación particular” (art. 2.1.a), Convención de Viena sobre Derecho de los Tratados, suscrita por el Estado chileno el 23 de mayo de 1969, y aprobada como ley el 22 de junio de 1981). En el caso de organizaciones internacionales se establece básicamente la misma definición. La diferencia está dada porque el acuerdo puede ser “entre uno o varios Estados y una o varias organizaciones internacionales” o “entre organizaciones internacionales” (art. 1.a), Convención de Viena sobre Derecho de los Tratados celebrados entre Estados y Organizaciones Internacionales o entre Organizaciones Internacionales). Estos acuerdos generan derechos y obligaciones que se rigen por el derecho internacional y cuyo incumplimiento puede generar responsabilidad internacional del Estado."
